"PERSON_ID","PERNAME1","PERNAME2","SEX","DOB_DAY","DOB_MON","DOB_YEAR","PERSONS","ADMIN","hse_num","ENUMCAP","ENUMPC","DWELLERS","str_nam","cap_add","AGE"
"DE03UT027001","HARRISON","KELLY","M",5,7,1935,1,"0","        27","27 WINDSOR ROAD","DE03UT"," 2","Windsor Road","27, Windsor Road",76
"DE03UT027002","JESSICA","KELLY","F",27,3,1980,2,"0","        27","27 WINDSOR ROAD","DE03UT"," 2","Windsor Road","27, Windsor Road",31
"DE03UT028001","TYLER","COX","M",8,4,1987,1,"0","        28","28 WINDSOR ROAD","DE03UT"," 2","Windsor Road","28, Windsor Road",24
"DE03UT028002","AIDEN","COX","M",24,11,1952,2,"0","        28","28 WINDSOR ROAD","DE03UT"," 2","Windsor Road","28, Windsor Road",59
"DE03UT029001","MUHAMMAD","STEVENS","M",3,3,1953,1,"0","        29","29 WINDSOR ROAD","DE03UT"," 2","Windsor Road","29, Windsor Road",58
"DE03UT029002","ARCHIE","STEVENS","M",12,7,1967,2,"0","        29","29 WINDSOR ROAD","DE03UT"," 2","Windsor Road","29, Windsor Road",44
"DE03UT030001","BENJAMIN","BENNETT","M",21,10,1965,1,"0","        30","30 WINDSOR ROAD","DE03UT"," 1","Windsor Road","30, Windsor Road",46
"DE03UT031001","MOHAMMED","MARSHALL","M",8,7,2009,1,"0","        31","31 WINDSOR ROAD","DE03UT"," 2","Windsor Road","31, Windsor Road",2
"DE03UT031002","SOFIA","MARSHALL","F",10,4,1980,2,"0","        31","31 WINDSOR ROAD","DE03UT"," 2","Windsor Road","31, Windsor Road",31
"DE03UT032001","JAMIE","JENKINS","M",9,2,1937,1,"0","        32","32 WINDSOR ROAD","DE03UT"," 1","Windsor Road","32, Windsor Road",74
"DE03UT033001","ALFIE","WHITE","M",18,9,1925,1,"0","        33","33 WINDSOR ROAD","DE03UT"," 2","Windsor Road","33, Windsor Road",86
"DE03UT033002","PHOEBE","WHITE","F",7,6,1937,2,"0","        33","33 WINDSOR ROAD","DE03UT"," 2","Windsor Road","33, Windsor Road",74
"DE03UT034001","MIA","DAVIES","F",28,7,1984,1,"PRD","        34","34 WINDSOR ROAD","DE03UT"," 1","Windsor Road","34, Windsor Road",27
"DE03UT035001","ANNABEL","HARRIS","F",20,2,1941,1,"0","        35","35 WINDSOR ROAD","DE03UT"," 1","Windsor Road","35, Windsor Road",70
"DE03UT036001","JAKE","LLOYD","M",2,12,1937,1,"0","        36","36 WINDSOR ROAD","DE03UT"," 7","Windsor Road","36, Windsor Road",74
"DE03UT036002","GRACE","LLOYD","F",18,7,1925,2,"0","        36","36 WINDSOR ROAD","DE03UT"," 7","Windsor Road","36, Windsor Road",86
"DE03UT036003","JAMIE","LLOYD","M",5,2,1954,3,"0","        36","36 WINDSOR ROAD","DE03UT"," 7","Windsor Road","36, Windsor Road",57
"DE03UT036004","ESTHER","LLOYD","F",6,8,1955,4,"0","        36","36 WINDSOR ROAD","DE03UT"," 7","Windsor Road","36, Windsor Road",56
"DE03UT036005","MOHAMED","LLOYD","M",23,8,1977,5,"0","        36","36 WINDSOR ROAD","DE03UT"," 7","Windsor Road","36, Windsor Road",34
"DE03UT036006","INDIA","LLOYD","F",11,1,1970,6,"0","        36","36 WINDSOR ROAD","DE03UT"," 7","Windsor Road","36, Windsor Road",41
"DE03UT036007","FINLEY","LLOYD","M",13,5,1963,7,"0","        36","36 WINDSOR ROAD","DE03UT"," 7","Windsor Road","36, Windsor Road",48
"DE03UT037001","ISLA","SIMPSON","F",14,4,1946,1,"CIS","        37","37 WINDSOR ROAD","DE03UT"," 1","Windsor Road","37, Windsor Road",65
"DE03UT038001","LILLY","LLOYD","F",16,10,1949,1,"0","        38","38 WINDSOR ROAD","DE03UT"," 1","Windsor Road","38, Windsor Road",62
"DE03UT039001","JAKE","ROBERTS","M",28,12,1943,1,"0","        39","39 WINDSOR ROAD","DE03UT"," 1","Windsor Road","39, Windsor Road",68
"DE03UT040001","MOHAMMED","FISHER","M",3,6,1932,1,"0","        40","40 WINDSOR ROAD","DE03UT"," 2","Windsor Road","40, Windsor Road",79
"DE03UT040002","SONNY","FISHER","M",13,1,1929,2,"0","        40","40 WINDSOR ROAD","DE03UT"," 2","Windsor Road","40, Windsor Road",82
"DE03UT041001","JASMINE","SHAW","F",9,2,1948,1,"0","        41","41 WINDSOR ROAD","DE03UT"," 2","Windsor Road","41, Windsor Road",63
"DE03UT041002","SAMUEL","SHAW","M",13,9,1979,2,"0","        41","41 WINDSOR ROAD","DE03UT"," 2","Windsor Road","41, Windsor Road",32
"DE03UT042001","ELLIE","MILLS","F",10,7,1938,1,"0","        42","42 WINDSOR ROAD","DE03UT"," 1","Windsor Road","42, Windsor Road",73
"DE03UT043001","ALI","GRIFFITHS","M",19,6,1986,1,"0","        43","43 WINDSOR ROAD","DE03UT"," 1","Windsor Road","43, Windsor Road",25
"DE03UT044001","DYLAN","GRIFFITHS","M",28,9,1957,1,"0","        44","44 WINDSOR ROAD","DE03UT"," 2","Windsor Road","44, Windsor Road",54
"DE03UT044002","NEVE","GRIFFITHS","F",6,12,1995,2,"0","        44","44 WINDSOR ROAD","DE03UT"," 2","Windsor Road","44, Windsor Road",16
"DE03UT045001","JAMES","ROBERTS","M",2,4,1969,1,"0","        45","45 WINDSOR ROAD","DE03UT"," 2","Windsor Road","45, Windsor Road",42
"DE03UT045002","MAX","ROBERTS","M",3,9,1964,2,"0","        45","45 WINDSOR ROAD","DE03UT"," 2","Windsor Road","45, Windsor Road",47
"DE03UT046001","BRANDON","POWELL","M",8,11,1968,1,"0","        46","46 WINDSOR ROAD","DE03UT"," 2","Windsor Road","46, Windsor Road",43
"DE03UT046002","JOSEPH","POWELL","M",29,9,1982,2,"0","        46","46 WINDSOR ROAD","DE03UT"," 2","Windsor Road","46, Windsor Road",29
"DE03UT047001","JASON","GRAY","M",1,9,1972,1,"0","        47","47 WINDSOR ROAD","DE03UT"," 4","Windsor Road","47, Windsor Road",39
"DE03UT047002","ISABEL","GRAY","F",25,12,1970,2,"0","        47","47 WINDSOR ROAD","DE03UT"," 4","Windsor Road","47, Windsor Road",41
"DE03UT047003","JACOB","GRAY","M",26,9,1992,3,"0","        47","47 WINDSOR ROAD","DE03UT"," 4","Windsor Road","47, Windsor Road",19
"DE03UT047004","KATIE","GRAY","F",15,1,1998,4,"0","        47","47 WINDSOR ROAD","DE03UT"," 4","Windsor Road","47, Windsor Road",13
"DE03UT048001","RYAN","PHILLIPS","M",1,4,1976,1,"0","        48","48 WINDSOR ROAD","DE03UT"," 1","Windsor Road","48, Windsor Road",35
"DE03UT049001","LUKAS","REID","M",21,10,1940,1,"0","        49","49 WINDSOR ROAD","DE03UT"," 1","Windsor Road","49, Windsor Road",71
"DE03UT050001","TAYLOR","MITCHELL","M",23,6,1977,1,"0","        50","50 WINDSOR ROAD","DE03UT"," 3","Windsor Road","50, Windsor Road",34
"DE03UT050002","EMMA","MITCHELL","F",10,12,1977,2,"0","        50","50 WINDSOR ROAD","DE03UT"," 3","Windsor Road","50, Windsor Road",34
"DE03UT050003","JACOB","MITCHELL","M",23,6,2004,3,"0","        50","50 WINDSOR ROAD","DE03UT"," 3","Windsor Road","50, Windsor Road",7
"DE125LU001001","EVIE","PHILLIPS","F",8,1,1946,1,"0","         1","1 PARK LANE","DE125LU"," 1","Park Lane","1, Park Lane",65
"DE125LU002001","ELLA","MORRIS","F",22,6,1973,1,"0","         2","2 PARK LANE","DE125LU"," 2","Park Lane","2, Park Lane",38
"DE125LU002002","ERIN","MORRIS","F",27,4,1985,2,"0","         2","2 PARK LANE","DE125LU"," 2","Park Lane","2, Park Lane",26
"DE125LU003001","BEN","MITCHELL","M",17,2,1950,1,"0","         3","3 PARK LANE","DE125LU"," 2","Park Lane","3, Park Lane",61
"DE125LU003002","POPPY","MITCHELL","F",30,10,1967,2,"0","         3","3 PARK LANE","DE125LU"," 2","Park Lane","3, Park Lane",44
"DE125LU004001","LYDIA","HILL","F",26,12,1944,1,"0","         4","4 PARK LANE","DE125LU"," 1","Park Lane","4, Park Lane",67
"DE125LU005001","ALEXANDER","GREEN","M",4,3,2003,1,"0","         5","5 PARK LANE","DE125LU"," 2","Park Lane","5, Park Lane",8
"DE125LU005002","LUCY","GREEN","F",3,12,1987,2,"0","         5","5 PARK LANE","DE125LU"," 2","Park Lane","5, Park Lane",24
"DE125LU006001","LOUIE","STEVENS","M",25,6,1975,1,"0","         6","6 PARK LANE","DE125LU"," 3","Park Lane","6, Park Lane",36
"DE125LU006002","ISABELLE","STEVENS","F",28,6,1979,2,"0","         6","6 PARK LANE","DE125LU"," 3","Park Lane","6, Park Lane",32
"DE125LU006003","MATTHEW","STEVENS","M",31,1,2008,3,"0","         6","6 PARK LANE","DE125LU"," 3","Park Lane","6, Park Lane",3
"DE125LU007001","CHARLOTTE","REID","F",10,5,1961,1,"0","         7","7 PARK LANE","DE125LU"," 2","Park Lane","7, Park Lane",50
"DE125LU007002","FREYA","REID","F",3,5,1949,2,"0","         7","7 PARK LANE","DE125LU"," 2","Park Lane","7, Park Lane",62
"DE125LU008001","LOGAN","WILLIAMS","M",27,9,1954,1,"0","         8","8 PARK LANE","DE125LU"," 7","Park Lane","8, Park Lane",57
"DE125LU008002","VICTORIA","WILLIAMS","F",21,11,1947,2,"0","         8","8 PARK LANE","DE125LU"," 7","Park Lane","8, Park Lane",64
"DE125LU008003","LAYLA","WILLIAMS","F",8,7,1943,3,"0","         8","8 PARK LANE","DE125LU"," 7","Park Lane","8, Park Lane",68
"DE125LU008004","LOGAN","WILLIAMS","M",19,9,1956,4,"CIS","         8","8 PARK LANE","DE125LU"," 7","Park Lane","8, Park Lane",55
"DE125LU008005","AVA","WILLIAMS","F",5,8,1994,5,"0","         8","8 PARK LANE","DE125LU"," 7","Park Lane","8, Park Lane",17
"DE125LU008006","JAKE","WILLIAMS","M",5,6,2003,6,"0","         8","8 PARK LANE","DE125LU"," 7","Park Lane","8, Park Lane",8
"DE125LU008007","MUHAMMAD","WILLIAMS","M",11,9,1975,7,"0","         8","8 PARK LANE","DE125LU"," 7","Park Lane","8, Park Lane",36
"DE125LU009001","CALLUM","RICHARDSON","M",7,12,1984,1,"0","         9","9 PARK LANE","DE125LU"," 3","Park Lane","9, Park Lane",27
"DE125LU009002","SIENNA","RICHARDSON","F",6,1,1987,2,"0","         9","9 PARK LANE","DE125LU"," 3","Park Lane","9, Park Lane",24
"DE125LU009003","MOLLY","RICHARDSON","F",31,12,2009,3,"0","         9","9 PARK LANE","DE125LU"," 3","Park Lane","9, Park Lane",2
"DE125LU010001","JORDAN","TURNER","M",16,4,1956,1,"0","        10","10 PARK LANE","DE125LU"," 1","Park Lane","10, Park Lane",55
"DE125LU011001","LOIS","PALMER","F",5,5,1949,1,"0","        11","11 PARK LANE","DE125LU"," 1","Park Lane","11, Park Lane",62
"DE125LU012001","REECE","THOMAS","M",10,5,1956,1,"PRD","        12","12 PARK LANE","DE125LU"," 1","Park Lane","12, Park Lane",55
"DE125LU013001","KACPER","HARRISON","M",10,2,1942,1,"0","        13","13 PARK LANE","DE125LU"," 1","Park Lane","13, Park Lane",69
"DE125LU014001","OSKAR","GREEN","M",2,3,1980,1,"0","        14","14 PARK LANE","DE125LU"," 3","Park Lane","14, Park Lane",31
"DE125LU014002","GRACE","GREEN","F",22,3,1983,2,"0","        14","14 PARK LANE","DE125LU"," 3","Park Lane","14, Park Lane",28
"DE125LU014003","AMY","GREEN","F",14,6,2011,3,"0","        14","14 PARK LANE","DE125LU"," 3","Park Lane","14, Park Lane",0
"DE125LU015001","ALEXANDER","ROBINSON","M",31,2,1933,1,"0","        15","15 PARK LANE","DE125LU"," 1","Park Lane","15, Park Lane",78
"DE125LU016001","DANIEL","PATEL","M",26,2,1970,1,"0","        16","16 PARK LANE","DE125LU"," 3","Park Lane","16, Park Lane",41
"DE125LU016002","MARIA","PATEL","F",20,2,1971,2,"0","        16","16 PARK LANE","DE125LU"," 3","Park Lane","16, Park Lane",40
"DE125LU016003","ROSE","PATEL","F",16,9,2007,3,"0","        16","16 PARK LANE","DE125LU"," 3","Park Lane","16, Park Lane",4
"DE125LU017001","LEWIS","COOPER","M",9,5,1912,1,"0","        17","17 PARK LANE","DE125LU"," 1","Park Lane","17, Park Lane",99
"DE125LU018001","TOM","MITCHELL","M",1,5,1946,1,"0","        18","18 PARK LANE","DE125LU"," 1","Park Lane","18, Park Lane",65
"DE125LU019001","CHARLOTTE","WILLIAMS","F",14,7,1932,1,"0","        19","19 PARK LANE","DE125LU"," 2","Park Lane","19, Park Lane",79
"DE125LU019002","MEGAN","WILLIAMS","F",22,6,1992,2,"0","        19","19 PARK LANE","DE125LU"," 2","Park Lane","19, Park Lane",19
"DE125LU020001","HARRY","SMITH","M",7,8,1922,1,"0","        20","20 PARK LANE","DE125LU"," 1","Park Lane","20, Park Lane",89
"DE125LU021001","JESSICA","THOMPSON","F",14,9,1960,1,"0","        21","21 PARK LANE","DE125LU"," 2","Park Lane","21, Park Lane",51
"DE125LU021002","DANIEL","THOMPSON","M",4,7,1922,2,"0","        21","21 PARK LANE","DE125LU"," 2","Park Lane","21, Park Lane",89
"DE125LU022001","DANIEL","MILLER","M",21,4,1947,1,"0","        22","22 PARK LANE","DE125LU"," 1","Park Lane","22, Park Lane",64
"DE125LU023001","GEORGIA","HALL","F",2,5,1939,1,"0","        23","23 PARK LANE","DE125LU"," 1","Park Lane","23, Park Lane",72
"DE13HJ001001","ADAM","LEWIS","M",8,2,1991,1,"0","         1","1 ALBERT ROAD","DE13HJ"," 2","Albert Road","1, Albert Road",20
"DE13HJ001002","LILY","LEWIS","F",4,6,1964,2,"0","         1","1 ALBERT ROAD","DE13HJ"," 2","Albert Road","1, Albert Road",47
"DE13HJ002001","ISLA","RUSSELL","F",30,5,1916,1,"0","         2","2 ALBERT ROAD","DE13HJ"," 2","Albert Road","2, Albert Road",95
"DE13HJ002002","BEN","RUSSELL","M",26,10,1932,2,"0","         2","2 ALBERT ROAD","DE13HJ"," 2","Albert Road","2, Albert Road",79
"DE13HJ003001","MILLIE","GRAHAM","F",11,3,1942,1,"PRD","         3","3 ALBERT ROAD","DE13HJ"," 1","Albert Road","3, Albert Road",69
"DE13HJ004001","SAMUEL","BARNES","M",18,7,1971,1,"0","         4","4 ALBERT ROAD","DE13HJ"," 1","Albert Road","4, Albert Road",40
"DE13HJ005001","LEWIS","DAVIS","M",25,1,1971,1,"0","         5","5 ALBERT ROAD","DE13HJ"," 6","Albert Road","5, Albert Road",40
"DE13HJ005002","AMY","DAVIS","F",15,5,1975,2,"0","         5","5 ALBERT ROAD","DE13HJ"," 6","Albert Road","5, Albert Road",36
"DE13HJ005003","JAMES","DAVIS","M",26,6,1997,3,"0","         5","5 ALBERT ROAD","DE13HJ"," 6","Albert Road","5, Albert Road",14
"DE13HJ005004","SEAN","DAVIS","M",30,3,2003,4,"0","         5","5 ALBERT ROAD","DE13HJ"," 6","Albert Road","5, Albert Road",8
"DE13HJ005005","ALEXANDER","DAVIS","M",16,8,1999,5,"0","         5","5 ALBERT ROAD","DE13HJ"," 6","Albert Road","5, Albert Road",12
"DE13HJ005006","DANIEL","DAVIS","M",31,7,2007,6,"0","         5","5 ALBERT ROAD","DE13HJ"," 6","Albert Road","5, Albert Road",4
"DE13HJ006001","PAIGE","ANDERSON","F",16,2,1998,1,"0","         6","6 ALBERT ROAD","DE13HJ"," 2","Albert Road","6, Albert Road",13
"DE13HJ006002","MATILDA","ANDERSON","F",25,6,1980,2,"0","         6","6 ALBERT ROAD","DE13HJ"," 2","Albert Road","6, Albert Road",31
"DE13HJ007001","AMELIA","BARNES","F",24,9,2009,1,"0","         7","7 ALBERT ROAD","DE13HJ"," 2","Albert Road","7, Albert Road",2
"DE13HJ007002","HARLEY","BARNES","M",31,7,1980,2,"0","         7","7 ALBERT ROAD","DE13HJ"," 2","Albert Road","7, Albert Road",31
"DE13HJ008001","RUBEN","STEWART","M",19,9,1969,1,"0","         8","8 ALBERT ROAD","DE13HJ"," 3","Albert Road","8, Albert Road",42
"DE13HJ008002","MYA","STEWART","F",21,4,1967,2,"0","         8","8 ALBERT ROAD","DE13HJ"," 3","Albert Road","8, Albert Road",44
"DE13HJ008003","EVIE","STEWART","F",22,9,1991,3,"0","         8","8 ALBERT ROAD","DE13HJ"," 3","Albert Road","8, Albert Road",20
"DE13HJ009001","JAKE","STEVENS","M",18,8,1980,1,"0","         9","9 ALBERT ROAD","DE13HJ"," 3","Albert Road","9, Albert Road",31
"DE13HJ009002","MOLLY","STEVENS","F",20,9,1978,2,"0","         9","9 ALBERT ROAD","DE13HJ"," 3","Albert Road","9, Albert Road",33
"DE13HJ009003","AMBER","STEVENS","F",5,8,2003,3,"0","         9","9 ALBERT ROAD","DE13HJ"," 3","Albert Road","9, Albert Road",8
"DE13HJ010001","ERIN","ALLEN","F",12,1,1984,1,"0","        10","10 ALBERT ROAD","DE13HJ"," 1","Albert Road","10, Albert Road",27
"DE13HJ011001","CALLUM","KELLY","M",20,9,1943,1,"0","        11","11 ALBERT ROAD","DE13HJ"," 1","Albert Road","11, Albert Road",68
"DE13HJ012001","HENRY","COLLINS","M",27,10,1919,1,"0","        12","12 ALBERT ROAD","DE13HJ"," 2","Albert Road","12, Albert Road",92
"DE13HJ012002","FINLEY","COLLINS","M",10,5,1913,2,"0","        12","12 ALBERT ROAD","DE13HJ"," 2","Albert Road","12, Albert Road",98
"DE13HJ013001","CAITLIN","RICHARDS","F",18,11,1953,1,"0","        13","13 ALBERT ROAD","DE13HJ"," 1","Albert Road","13, Albert Road",58
"DE13HJ014001","DAVID","ROBERTSON","M",2,9,1976,1,"0","        14","14 ALBERT ROAD","DE13HJ"," 5","Albert Road","14, Albert Road",35
"DE13HJ014002","LIBBY","ROBERTSON","F",12,10,1974,2,"0","        14","14 ALBERT ROAD","DE13HJ"," 5","Albert Road","14, Albert Road",37
"DE13HJ014003","THOMAS","ROBERTSON","M",15,12,1997,3,"0","        14","14 ALBERT ROAD","DE13HJ"," 5","Albert Road","14, Albert Road",14
"DE13HJ014004","POPPY","ROBERTSON","F",17,9,2001,4,"0","        14","14 ALBERT ROAD","DE13HJ"," 5","Albert Road","14, Albert Road",10
"DE13HJ014005","KENZIE","ROBERTSON","M",6,11,2001,5,"0","        14","14 ALBERT ROAD","DE13HJ"," 5","Albert Road","14, Albert Road",10
"DE13HJ015001","DYLAN","MURRAY","M",13,8,1978,1,"0","        15","15 ALBERT ROAD","DE13HJ"," 3","Albert Road","15, Albert Road",33
"DE13HJ015002","ABIGAIL","MURRAY","F",30,10,1978,2,"0","        15","15 ALBERT ROAD","DE13HJ"," 3","Albert Road","15, Albert Road",33
